362	education	pendidikan
363	full	penuh
364	story	cerita
365	beautiful	indah
366	clear	jelas
367	choose	memilih
368	position	posisi
369	also	pula
370	citizen	warga
371	body	badan
372	back	belakang
373	called	disebut
374	that's	itulah
375	capable	mampu
376	carry	membawa
377	pack	pak
378	rp	rp
379	the other	satunya
380	walk	berjalan
381	beautiful	cantik
382	hi	hai
383	almost	hampir
384	law	hukum
385	million	juta
386	km	km
387	interesting	menarik
388	receive	menerima
389	to	menuju
390	show	menunjukkan
391	although	meskipun
392	up	naik
393	america	amerika
394	how much	berapa
395	feet	kaki
396	when	kapan
397	health	kesehatan
398	pop	muncul
399	country	negeri
400	jobs	pekerjaan
401	president	presiden
402	home	pulang
403	t	t
404	endeavor	berusaha
405	for	demi
406	fall	jatuh
407	via	lewat
408	have	mempunyai
409	win	menang
410	about	mengenai
411	wait	menunggu
412	king	raja
413	hope	berharap
414	teacher	guru
415	give	memberi
416	machine	mesin
417	game	permainan
418	yourself	dirimu
419	lost	kehilangan
420	forget	lupa
421	white	putih
422	letter	surat
423	there is	terdapat
424	ah	ah
425	fire	api
426	origin	asal
427	goods	barang
428	dr	dr
429	remember	ingat
430	five	lima
431	cheap	murah
432	season	musim
433	travel	perjalanan
434	the	sang
435	all	segala
436	b	b
437	west	barat
438	stone	batu
439	Here	berikut
440	can	boleh
441	himself	dirinya
442	four	empat
443	science	ilmu
444	Japan	jepang
445	ship	kapal
446	hard	keras
447	special	khusus
448	his name	namanya
449	national	nasional
450	finished	selesai
451	please	silahkan
452	level	tingkat
453	body	tubuh
454	color	warna
455	existence	adanya
456	April	april
457	material	bahan
458	data	data
459	case	kasus
460	oh	oh
461	care	peduli
462	choice	pilihan
463	there	sana
464	bandung	bandung
465	tomorrow	besok
466	silent	diam
467	power	kekuatan
468	war	perang
469	police	polisi
470	while	sedangkan
471	Source	sumber
472	know	tau
473	sure	yakin
474	religion	agama
475	wake up	bangun
476	from	berasal
477	blood	darah
478	created	dibuat
479	not	gak
480	services	jasa
481	answer	jawab
482	news	kabar
483	room	kamar
484	media	media
485	reach	mencapai
486	music	musik
487	island	pulau
488	healthy	sehat
489	as per	sesuai
490	to	to
491	task	tugas
492	purpose	tujuan
493	original	asli
494	earth	bumi
495	bad	buruk
496	information	informasi
497	sometimes	kadang
498	chairman	ketua
499	experience	mengalami
500	value	nilai
501	product	produk
502	pt	pt
503	sign	tanda
504	region	wilayah
505	stop	berhenti
506	news	berita
507	economy	ekonomi
508	yes	iya
509	office	kantor
510	group	kelompok
511	sea	laut
512	or	maupun
513	died	meninggal
514	cozy	nyaman
515	hot	panas
516	couple	pasangan
517	order	pesan
518	private	pribadi
519	nature	alam
520	application	aplikasi
521	let's go	ayo
522	weight	berat
523	let	biar
524	in	in
525	play	main
526	fight	melawan
527	write	menulis
528	red	merah
529	match	pertandingan
530	center	pusat
531	flat	rata
532	happy	senang
533	along	sepanjang
534	social	sosial
535	latest	terbaru
536	east	timur
537	business	usaha
538	provide	berikan
539	field	bidang
540	doctor	dokter
541	here	inilah
542	location	lokasi
543	m	m
544	why	mengapa
545	not	nggak
546	of	of
547	question	pertanyaan
548	it feels	rasanya
549	as much as	sebanyak
550	high school	sma
551	re	ulang
552	you	you
553	meaning	artinya
554	bank	bank
555	based on	berdasarkan
556	go to	buka
557	missing	hilang
558	now	kini
559	kind	macam
560	follow	mengikuti
561	cause	menyebabkan
562	medicine	obat
563	wait	tunggu
564	although	walaupun
565	business	bisnis
566	known	dikenal
567	g	g
568	black	hitam
569	ask	meminta
570	although	meski
571	drink	minum
572	market	pasar
573	s	s
574	tool	alat
575	father	ayah
576	survive	bertahan
577	meet	bertemu
578	activities	kegiatan
579	error	kesalahan
580	keep	menjaga
581	okay	oke
582	beach	pantai
583	mutual	saling
584	perfect	sempurna
585	side	sisi
586	and	and
587	direction	arah
588	Picture	gambar
589	Free	gratis
590	mostly	kebanyakan
591	death	kematian
592	la	la
593	ex	mantan
594	angry	marah
595	use	pakai
596	by	sebesar
597	down	turun
598	air	udara
599	account	akun
600	an	an
601	nation	bangsa
602	help	bantuan
603	than	daripada
604	sit	duduk
605	network	jaringan
606	understand	mengerti
607	fun	menyenangkan
608	courtesy of	milik
609	change	perubahan
610	party	pihak
611	south	selatan
612	seriously	serius
613	face	wajah
614	web	web
615	x	x
616	at	at
617	bali	bali
618	join	bergabung
619	said	berkata
620	by	by
621	wife	istri
622	she said	katanya
623	security	keamanan
624	train	kereta
625	condition	kondisi
626	operation	operasi
627	famous	terkenal
628	north	utara
629	on	aktif
630	moreover	apalagi
631	buy	beli
632	next	berikutnya
633	c	c
634	started	dimulai
635	e	e
636	lose	kalah
637	circumstances	keadaan
638	league	liga
639	use	memakai
640	requires	membutuhkan
641	model	model
642	princess	putri
643	folk	rakyat
644	technology	teknologi
645	especially	terutama
646	generally	umumnya
647	objects	benda
648	stand	berdiri
649	think	berpikir
650	birds	burung
651	delicious	enak
652	rights	hak
653	broad	luas
654	married	menikah
655	leave	meninggalkan
656	sports	olahraga
657	development	pembangunan
658	brother	saudara
659	Cause	sebab
660	history	sejarah
661	next	selanjutnya
662	heck	sih
663	success	sukses
664	related	terkait
665	take	bawa
666	free	bebas
667	named	bernama
668	match	cocok
669	adult	dewasa
670	given	diberikan
671	found	ditemukan
672	fish	ikan
673	sell	jual
674	third	ketiga
675	decide	memutuskan
676	online	online
677	mind	pikiran
678	next door	sebelah
679	please	tolong
680	age	usia
681	expert	ahli
682	dare	berani
683	fruit	buah
684	proof	bukti
685	flower	bunga
686	style	gaya
687	goal	gol
688	use	gunakan
689	want	inginkan
690	know	kenal
691	cool	keren
692	victim	korban
693	get started	memulai
694	party	partai
695	attention	perhatian
696	a number of	sejumlah
697	afternoon	siang
698	quiet	tenang
699	due to	akibat
700	take	ambil
701	happy	bahagia
702	star	bintang
703	power	daya
704	considered	dianggap
705	soul	jiwa
706	environment	lingkungan
707	funny	lucu
708	dream	mimpi
709	per	per
710	politics	politik
711	sm	sm
712	every	tiap
713	tv	tv
714	agent	agen
715	as	as
716	baby	bayi
717	games	game
718	gift	hadiah
719	card	kartu
720	About	kira
721	skin	kulit
722	students	mahasiswa
723	feel	merasakan
724	select	pilih
725	door	pintu
726	at	pukul
727	hair	rambut
728	over	berakhir
729	gold	emas
730	governor	gubernur
731	mountain	gunung
732	champion	juara
733	by	karya
734	story	kisah
735	born	lahir
736	sun	matahari
737	generate	menghasilkan
738	motor	motor
739	p	p
740	troops	pasukan
741	disease	penyakit
742	production	produksi
743	plan	rencana
744	featured	tampil
745	open	terbuka
746	version	versi
747	somewhat	agak
748	August	agustus
749	weird	aneh
750	read	baca
751	move	bergerak
752	fail	gagal
753	john	john
754	service	layanan
755	know	mengetahui
756	leader	pemimpin
757	tree	pohon
758	should be	seharusnya
759	had time	sempat
760	please	silakan
761	really	sungguh
762	surabaya	surabaya
763	ask	tanya
764	help	bantu
765	example	contoh
766	de	de
767	yesterday	kemarin
768	decision	keputusan
769	computer	komputer
770	instead	malah
771	take a shower	mandi
772	sweet	manis
773	me	me
774	build	membangun
775	Muslim	muslim
776	package	paket
777	low	rendah
778	ri	ri
779	attack	serangan
780	largest	terbesar
781	type	tipe
782	clothes	baju
783	building	bangunan
784	culture	budaya
785	candidate	calon
786	crazy	gila
787	hope	harapan
788	great	hebat
789	internet	internet
790	l	l
791	March	maret
792	open	membuka
793	support	mendukung
794	whereas	padahal
795	research	penelitian
796	conscious	sadar
797	nature	sifat
798	engineering	teknik
799	feel	terasa
800	university	universitas
801	originally	awalnya
802	ask	bertanya
803	Note	catatan
804	so	demikian
805	forest	hutan
806	n	n
807	while	sambil
808	preferably	sebaiknya
809	weapons	senjata
810	consists	terdiri
811	certain	tertentu
812	travel	wisata
813	i.e.	yakni
814	talk	berbicara
815	how	caranya
816	known	diketahui
817	eh	eh
818	for	for
819	building	gedung
820	animals	hewan
821	where	kemana
822	possible	kemungkinan
823	worried	khawatir
824	hear	mendengar
825	minister	menteri
826	new	new
827	feeling	perasaan
828	move	pindah
829	cell	sel
830	point	titik
831	vice	wakil
832	natural	alami
833	foreign	asing
834	will	bakal
835	back	balik
836	talk	bicara
837	six	enam
838	h	h
839	code	kode
840	coffee	kopi
841	korea	korea
842	continued	lanjut
843	read	membaca
844	change	mengubah
845	have	miliki
846	for example	misalnya
847	please	mohon
848	my	my
849	real	nyata
850	use of	penggunaan
851	marriage	pernikahan
852	province	provinsi
853	simple	sederhana
854	find	temukan
855	up	up
856	v	v
857	time	waktunya
858	sec	detik
859	girl	gadis
860	rain	hujan
861	rich	kaya
862	capabilities	kemampuan
863	electricity	listrik
864	let's	mari
865	buy	membeli
866	send	mengirim
867	similar	mirip
868	organization	organisasi
869	brain	otak
870	shoes	sepatu
871	additional	tambahan
872	look	tampak
873	website	website
874	let	biarkan
875	either	entah
876	I'm	gue
877	hotel	hotel
878	industry	industri
879	content	isi
880	wood	kayu
881	victory	kemenangan
882	finance	keuangan
883	love	love
884	state	menyatakan
885	character	tokoh
886	really	banget
887	regent	bupati
888	god	dewa
889	http	http
890	friend	kawan
891	floor	lantai
892	reach	meraih
893	like	sepertinya
894	stairs	tangga
895	sometimes	terkadang
896	tickets	tiket
897	total	total
898	android	android
899	is not	bukanlah
900	cold	dingin
901	energy	energi
902	group	grup
903	path	jalur
904	distance	jarak
905	rare	jarang
906	answers	jawaban
907	right	kanan
908	character	karakter
909	sub-district	kecamatan
910	except	kecuali
911	practice	latihan
912	complete	lengkap
913	wound	luka
914	cry	menangis
915	clothing	pakaian
916	project	proyek
917	secret	rahasia
918	spirit	semangat
919	at least	setidaknya
920	river	sungai
921	hold	tahan
922	garden	taman
923	fly	terbang
924	just	aja
925	his son	anaknya
926	takes place	berlangsung
927	form	berupa
928	stupid	bodoh
929	there	disana
930	line	garis
931	discharged	habis
932	international	internasional
933	keep	jaga
934	evil	jahat
935	big brother	kakak
936	incident	kejadian
937	May	mei
938	make you	membuatmu
939	love you	mencintaimu
940	attack	menyerang
941	meeting	pertemuan
942	time	saatnya
943	busy	sibuk
944	status	status
945	action	tindakan
946	store	toko
947	grow	tumbuh
948	bookie	bandar
949	father	bapak
950	colored	berwarna
951	city	city
952	effect	efek
953	focus	fokus
954	present	hadir
955	ideas	ide
956	both	keduanya
957	left	kiri
958	key	kunci
959	step	langkah
960	report	laporan
961	make it	membuatnya
962	author	penulis
963	trophies	piala
964	raya	raya
965	September	september
966	student	siswa
967	high school	smp
968	super	super
969	unit	unit
970	numbers	angka
971	Here	begini
972	evolve	berkembang
973	given	diberi
974	honest	jujur
975	lah	lah
976	local	lokal
977	complete	menyelesaikan
978	o	o
979	percent	persen
980	participants	peserta
981	killed	tewas
982	tni	tni
983	share	berbagi
984	clean	bersih
985	movement	gerakan
986	policy	kebijakan
987	kingdom	kerajaan
988	communication	komunikasi
989	institution	lembaga
990	creating	menciptakan
991	Realize	menyadari
992	Article	pasal
993	device	perangkat
994	broken	rusak
995	art	seni
996	half	setengah
997	asia	asia
998	verse	ayat
999	light	cahaya
1000	meat	daging
1001	funds	dana
1002	function	fungsi
1003	hello	halo
1004	k	k
1005	if	kalo
1006	vehicle	kendaraan
1007	oil	minyak
1008	mission	misi
1009	trash	sampah
1010	at once	sekaligus
1011	actually	sesungguhnya
1012	so	supaya
1013	plants	tanaman
1014	soldiers	tentara
1015	engage	terlibat
1016	already	udah
1017	action	aksi
1018	meaning	arti
1019	much	banyaknya
1020	cost	biaya
1021	used	dipakai
1022	facility	fasilitas
1023	ha	ha
1024	page	halaman
1025	man	man
1026	win	memenangkan
1027	explained	menjelaskan
1028	surrender	menyerah
1029	method	metode
1030	modern	modern
1031	popular	populer
1032	positive	positif
1033	room	ruangan
1034	day	sehari
1035	power	tenaga
1036	interested	tertarik
1037	unique	unik
1038	aceh	aceh
1039	chicken	ayam
1040	limit	batas
1041	different	beda
1042	depart	berangkat
1043	retrieved	diambil
1044	promise	janji
1045	forward	maju
1046	love	mencintai
1047	face	menghadapi
1048	remember	mengingat
1049	meter	meter
1050	understand	paham
1051	appropriate	pantas
1052	make sure	pastikan
1053	appearance	penampilan
1054	user	pengguna
1055	public	publik
1056	agree	setuju
1057	united	united
1058	his father	ayahnya
1059	Europe	eropa
1060	hp	hp
1061	advertisement	iklan
1062	club	klub
1063	community	komunitas
1064	field	lapangan
1065	opponent	lawan
1066	shame	malu
1067	mosque	masjid
1068	table	meja
1069	pass	melewati
1070	enjoy	menikmati
1071	normal	normal
1072	winner	pemenang
1073	resident	penduduk
1074	difference	perbedaan
1075	think	pikir
1076	best friend	sahabat
1077	how	seberapa
1078	situation	situasi
1079	husband	suami
1080	difficult	susah
1081	people	umat
1082	rules	aturan
1083	how	betapa
1084	dah	dah
1085	first	dahulu
1086	design	desain
1087	title	gelar
1088	camera	kamera
1089	people	kaum
1090	speed	kecepatan
1091	college	kuliah
1092	chair	kursi
1093	sky	langit
1094	weak	lemah
1095	unfortunate	malang
1096	sell	menjual
1097	lesson	pelajaran
1098	election	pemilihan
